-0.0987;4.0228;2
-0.4157;4.8548;2
0.3187;4.1852;2
-0.5243;3.6718;2
-0.1241;4.4157;2
0.2625;4.4380;2
0.1066;4.0692;2
-1.1987;5.1211;2
-0.3862;3.9166;2
-0.2031;3.7705;2
-0.2767;4.2731;2
-0.6765;3.3488;2
-0.0216;3.7942;2
-0.0838;3.7300;2
0.6398;4.6832;2
0.0561;4.3534;2
0.3527;4.3038;2
-0.0652;4.4599;2
-0.9127;4.4497;2
-0.7366;4.0164;2
-0.3757;3.2921;2
-0.2169;3.1596;2
0.2882;4.0189;2
-0.4172;4.8317;2
-0.3144;4.4155;2
0.1279;4.5238;2
-0.2810;4.8969;2
-0.6142;3.7574;2
-0.2770;3.6832;2
-0.3401;4.5510;2
0.3456;3.6415;2
0.1110;5.1000;2
0.2730;4.4453;2
-0.2299;3.6823;2
1.0584;3.8132;2
0.0546;4.2609;2
-0.4599;4.3564;2
-0.6618;4.5842;2
0.0493;4.1700;2
-0.2033;3.4926;2
-0.6759;4.0466;2
-0.2349;3.2319;2
-0.8140;4.2881;2
0.3412;4.2860;2
0.9719;4.0733;2
0.3701;3.5371;2
-0.1616;4.6366;2
0.6798;4.4940;2
0.1455;3.6441;2
-1.1095;3.3328;2
-0.0723;4.5021;2
0.0394;4.3043;2
0.2811;4.0180;2
-0.0821;4.1277;2
0.5869;4.3486;2
-0.6642;3.7844;2
1.2296;4.7770;2
0.6761;4.1733;2
-0.1234;3.6168;2
0.1440;3.7533;2
-0.4363;4.7523;2
-0.4654;3.6751;2
0.0381;3.4698;2
0.4928;4.5774;2
0.4629;4.1596;2
1.0657;5.1018;2
-0.1629;3.8660;2
-0.1115;4.3190;2
-1.3672;3.9903;2
-0.1543;4.2161;2
0.0731;3.2051;2
0.0189;4.1248;2
-0.3238;4.3816;2
-0.6437;3.9971;2
-0.2055;3.8202;2
1.1003;4.0130;2
-0.4645;2.9554;2
0.0013;4.6209;2
-0.5788;4.1711;2
0.5823;4.2753;2
0.3932;4.3274;2
0.0802;4.1434;2
-0.0238;4.7092;2
0.7394;3.4405;2
0.2889;3.9627;2
-0.0018;4.5421;2
0.0683;3.9927;2
0.7695;4.3215;2
0.2474;3.1901;2
0.1344;4.1744;2
0.2843;4.5417;2
-0.0493;2.8799;2
-0.4936;3.8822;2
0.1838;3.3734;2
-0.8111;3.4849;2
-0.3471;4.2964;2
0.5290;4.5451;2
-0.3473;3.8953;2
0.1351;3.7404;2
-0.1076;4.9011;2
0.1387;3.9569;2
0.2118;4.1903;2
-0.2505;3.8260;2
-1.0623;4.2537;2
0.5106;3.3889;2
-0.2790;4.0108;2
0.1424;3.5571;2
0.4848;3.9042;2
-0.5412;4.3448;2
0.6281;4.9797;2
0.3706;3.7740;2
0.0612;4.2666;2
-0.1794;3.7715;2
0.6026;4.0447;2
0.2229;5.3913;2
0.2662;4.0907;2
1.3464;3.7015;2
0.2773;4.5011;2
0.5883;4.4624;2
-0.0253;3.2392;2
0.9011;3.6800;2
-0.0475;3.7760;2
-0.4975;3.8732;2
-0.0083;4.0525;2
-0.8580;3.7198;2
0.6288;4.2167;2
-0.5921;4.2354;2
